#\ title = Simulated Data
#\ xlabel = channel
#\ ylabel = counts
#\ b0 = 0.0; d_b0 = 0.0
#\ b1 = 0.0; d_b1 = 0.0
#\ b2 = 0.0; d_b2 = 0.0
#\ amp = 127.99721415162702; d_amp = 5.0948936834483574
#\ sigma = 4.2963084363919384; d_sigma = 0.10273441579970419
#\ mean = 10.487792550898165; d_mean = 0.09864690577166374
# 
#! bin_center[f, 0]/ bin_content[f,1]/ bin_error[f, 2]/ 
1.5 1.0 1.0 
2.5 3.0 1.7320508075688772 
3.5 7.0 2.6457513110645907 
4.5 14.0 3.7416573867739413 
5.5 47.0 6.8556546004010439 
6.5 58.0 7.6157731058639087 
7.5 78.0 8.8317608663278477 
8.5 101.0 10.04987562112089 
9.5 130.0 11.401754250991379 
10.5 131.0 11.445523142259598 
11.5 130.0 11.401754250991379 
12.5 104.0 10.198039027185569 
13.5 56.0 7.4833147735478827 
14.5 52.0 7.2111025509279782 
15.5 39.0 6.2449979983983983 
16.5 24.0 4.8989794855663558 
17.5 11.0 3.3166247903553998 
18.5 4.0 2.0 
19.5 6.0 2.4494897427831779 
20.5 2.0 1.4142135623730951 
