#\ title = Simulated Data
#\ xlabel = channel
#\ ylabel = counts
# 
#! bin_center[f, 0]/ bin_content[f,1]/ bin_error[f, 2]/ 
1.5 1 1.0 
2.5 3 1.7320508075688772 
3.5 7 2.6457513110645907 
4.5 14 3.7416573867739413 
5.5 47 6.8556546004010439 
6.5 58 7.6157731058639087 
7.5 78 8.8317608663278477 
8.5 101 10.04987562112089 
9.5 130 11.401754250991379 
10.5 131 11.445523142259598 
11.5 130 11.401754250991379 
12.5 104 10.198039027185569 
13.5 56 7.4833147735478827 
14.5 52 7.2111025509279782 
15.5 39 6.2449979983983983 
16.5 24 4.8989794855663558 
17.5 11 3.3166247903553998 
18.5 4 2.0 
19.5 6 2.4494897427831779 
20.5 2 1.4142135623730951 
